Price sequence generation for initial 1:
Position 0: secret=1, price=1
Position 333: price 1
Position 334: price 4
Position 335: price 1
Found sequence [0, 3, -3, 4] at position 1562
Price from sequence: 5
Changes at this position: [0, 3, -3, 4]
Prices around this position:
Position 1562: price 1
Position 1563: price 1
Position 1564: price 4
Position 1565: price 1
Found sequence [0, 3, -3, 4] at position 1278
Price from sequence: 5
Changes at this position: [0, 3, -3, 4]
Prices around this position:
Position 1278: price 1
Position 1279: price 1
Position 1280: price 4
Position 1281: price 1
Found sequence [0, 3, -3, 5] at position 407
Price from sequence: 7
Changes at this position: [0, 3, -3, 5]
Prices around this position:
Position 407: price 2
Position 408: price 2
Position 409: price 5
Position 410: price 2
Found sequence [0, 3, -2, -5] at position 885
Price from sequence: 1
Changes at this position: [0, 3, -2, -5]
Prices around this position:
Position 885: price 5
Position 886: price 5
Position 887: price 8
Position 888: price 6
Found sequence [0, 3, -2, -5] at position 1124
Price from sequence: 1
Changes at this position: [0, 3, -2, -5]
Prices around this position:
Position 1124: price 5
Position 1125: price 5
Position 1126: price 8
Position 1127: price 6
Found sequence [0, 3, -2, -3] at position 1954
Price from sequence: 4
Changes at this position: [0, 3, -2, -3]
Prices around this position:
Position 1954: price 6
Position 1955: price 6
Position 1956: price 9
Position 1957: price 7
Found sequence [0, 3, -2, -2] at position 1702
Price from sequence: 3
Changes at this position: [0, 3, -2, -2]
Prices around this position:
Position 1702: price 4
Position 1703: price 4
Position 1704: price 7
Position 1705: price 5
Found sequence [0, 3, -2, 0] at position 1629
Price from sequence: 2
Changes at this position: [0, 3, -2, 0]
Prices around this position:
Position 1629: price 1
Position 1630: price 1
Position 1631: price 4
Position 1632: price 2
Found sequence [0, 3, -2, 1] at position 883
Price from sequence: 6
Changes at this position: [0, 3, -2, 1]
Prices around this position:
Position 883: price 4
Position 884: price 4
Position 885: price 7
Position 886: price 5
Found sequence [0, 3, -2, 2] at position 46
Price from sequence: 8
Changes at this position: [0, 3, -2, 2]
Prices around this position:
Position 46: price 5
Position 47: price 5
Position 48: price 8
Position 49: price 6
Found sequence [0, 3, -2, 5] at position 461
Price from sequence: 6
Changes at this position: [0, 3, -2, 5]
Prices around this position:
Position 461: price 0
Position 462: price 0
Position 463: price 3
Position 464: price 1
Found sequence [0, 3, -2, 5] at position 1313
Price from sequence: 7
Changes at this position: [0, 3, -2, 5]
Prices around this position:
Position 1313: price 1
Position 1314: price 1
Position 1315: price 4
Position 1316: price 2
Found sequence [0, 3, -1, -6] at position 1058
Price from sequence: 2
Changes at this position: [0, 3, -1, -6]
Prices around this position:
Position 1058: price 6
Position 1059: price 6
Position 1060: price 9
Position 1061: price 8
Found sequence [0, 3, -1, -5] at position 1773
Price from sequence: 2
Changes at this position: [0, 3, -1, -5]
Prices around this position:
Position 1773: price 5
Position 1774: price 5
Position 1775: price 8
Position 1776: price 7
Found sequence [0, 3, -1, -1] at position 805
Price from sequence: 4
Changes at this position: [0, 3, -1, -1]
Prices around this position:
Position 805: price 3
Position 806: price 3
Position 807: price 6
Position 808: price 5
Found sequence [0, 3, -1, -1] at position 79
Price from sequence: 4
Changes at this position: [0, 3, -1, -1]
Prices around this position:
Position 79: price 3
Position 80: price 3
Position 81: price 6
Position 82: price 5
Found sequence [0, 3, -1, 0] at position 1353
Price from sequence: 5
Changes at this position: [0, 3, -1, 0]
Prices around this position:
Position 1353: price 3
Position 1354: price 3
Position 1355: price 6
Position 1356: price 5
Found sequence [0, 3, -1, 1] at position 201
Price from sequence: 3
Changes at this position: [0, 3, -1, 1]
Prices around this position:
Position 201: price 0
Position 202: price 0
Position 203: price 3
Position 204: price 2
Found sequence [0, 3, -1, 2] at position 1329
Price from sequence: 6
Changes at this position: [0, 3, -1, 2]
Prices around this position:
Position 1329: price 2
Position 1330: price 2
Position 1331: price 5
Position 1332: price 4
Found sequence [0, 3, -1, 2] at position 1969
Price from sequence: 6
Changes at this position: [0, 3, -1, 2]
Prices around this position:
Position 1969: price 2
Position 1970: price 2
Position 1971: price 5
Position 1972: price 4
Found sequence [0, 3, -1, 3] at position 519
Price from sequence: 7
Changes at this position: [0, 3, -1, 3]
Prices around this position:
Position 519: price 2
Position 520: price 2
Position 521: price 5
Position 522: price 4
Found sequence [0, 3, -1, 4] at position 1696
Price from sequence: 7
Changes at this position: [0, 3, -1, 4]
Prices around this position:
Position 1696: price 1
Position 1697: price 1
Position 1698: price 4
Position 1699: price 3
Found sequence [0, 3, 0, -5] at position 1680
Price from sequence: 1
Changes at this position: [0, 3, 0, -5]
Prices around this position:
Position 1680: price 3
Position 1681: price 3
Position 1682: price 6
Position 1683: price 6
Found sequence [0, 3, 0, -4] at position 734
Price from sequence: 0
Changes at this position: [0, 3, 0, -4]
Prices around this position:
Position 734: price 1
Position 735: price 1
Position 736: price 4
Position 737: price 4
Found sequence [0, 3, 0, -4] at position 1102
Price from sequence: 5
Changes at this position: [0, 3, 0, -4]
Prices around this position:
Position 1102: price 6
Position 1103: price 6
Position 1104: price 9
Position 1105: price 9
Found sequence [0, 3, 0, -3] at position 1057
Price from sequence: 6
Changes at this position: [0, 3, 0, -3]
Prices around this position:
Position 1057: price 6
Position 1058: price 6
Position 1059: price 9
Position 1060: price 9
Found sequence [0, 3, 0, 0] at position 677
Price from sequence: 6
Changes at this position: [0, 3, 0, 0]
Prices around this position:
Position 677: price 3
Position 678: price 3
Position 679: price 6
Position 680: price 6
Found sequence [0, 3, 0, 2] at position 1716
Price from sequence: 7
Changes at this position: [0, 3, 0, 2]
Prices around this position:
Position 1716: price 2
Position 1717: price 2
Position 1718: price 5
Position 1719: price 5
Found sequence [0, 3, 1, -7] at position 752
Price from sequence: 2
Changes at this position: [0, 3, 1, -7]
Prices around this position:
Position 752: price 5
Position 753: price 5
Position 754: price 8
Position 755: price 9
Found sequence [0, 3, 1, -6] at position 234
Price from sequence: 1
Changes at this position: [0, 3, 1, -6]
Prices around this position:
Position 234: price 3
Position 235: price 3
Position 236: price 6
Position 237: price 7
Found sequence [0, 3, 1, -5] at position 1607
Price from sequence: 3
Changes at this position: [0, 3, 1, -5]
Prices around this position:
Position 1607: price 4
Position 1608: price 4
Position 1609: price 7
Position 1610: price 8
Found sequence [0, 3, 1, 0] at position 1347
Price from sequence: 6
Changes at this position: [0, 3, 1, 0]
Prices around this position:
Position 1347: price 2
Position 1348: price 2
Position 1349: price 5
Position 1350: price 6
Found sequence [0, 3, 1, 1] at position 1734
Price from sequence: 9
Changes at this position: [0, 3, 1, 1]
Prices around this position:
Position 1734: price 4
Position 1735: price 4
Position 1736: price 7
Position 1737: price 8
Found sequence [0, 3, 2, -9] at position 1575
Price from sequence: 0
Changes at this position: [0, 3, 2, -9]
Prices around this position:
Position 1575: price 4
Position 1576: price 4
Position 1577: price 7
Position 1578: price 9
Found sequence [0, 3, 2, -5] at position 927
Price from sequence: 0
Changes at this position: [0, 3, 2, -5]
Prices around this position:
Position 927: price 0
Position 928: price 0
Position 929: price 3
Position 930: price 5
Found sequence [0, 3, 2, -1] at position 1173
Price from sequence: 7
Changes at this position: [0, 3, 2, -1]
Prices around this position:
Position 1173: price 3
Position 1174: price 3
Position 1175: price 6
Position 1176: price 8
Found sequence [0, 3, 2, 2] at position 1772
Price from sequence: 9
Changes at this position: [0, 3, 2, 2]
Prices around this position:
Position 1772: price 2
Position 1773: price 2
Position 1774: price 5
Position 1775: price 7
Found sequence [0, 3, 3, -1] at position 1716
Price from sequence: 6
Changes at this position: [0, 3, 3, -1]
Prices around this position:
Position 1716: price 1
Position 1717: price 1
Position 1718: price 4
Position 1719: price 7
Found sequence [0, 3, 4, -7] at position 767
Price from sequence: 2
Changes at this position: [0, 3, 4, -7]
Prices around this position:
Position 767: price 2
Position 768: price 2
Position 769: price 5
Position 770: price 9
Found sequence [0, 3, 5, -2] at position 717
Price from sequence: 6
Changes at this position: [0, 3, 5, -2]
Prices around this position:
Position 717: price 0
Position 718: price 0
Position 719: price 3
Position 720: price 8
Found sequence [0, 3, 5, 1] at position 217
Price from sequence: 9
Changes at this position: [0, 3, 5, 1]
Prices around this position:
Position 217: price 0
Position 218: price 0
Position 219: price 3
Position 220: price 8
Found sequence [0, 3, 6, -1] at position 1742
Price from sequence: 8
Changes at this position: [0, 3, 6, -1]
Prices around this position:
Position 1742: price 0
Position 1743: price 0
Position 1744: price 3
Position 1745: price 9
Found sequence [0, 4, -9, 2] at position 465
Price from sequence: 2
Changes at this position: [0, 4, -9, 2]
Prices around this position:
Position 465: price 5
Position 466: price 5
Position 467: price 9
Position 468: price 0
Found sequence [0, 4, -9, 5] at position 1036
Price from sequence: 5
Changes at this position: [0, 4, -9, 5]
Prices around this position:
Position 1036: price 5
Position 1037: price 5
Position 1038: price 9
Position 1039: price 0
Found sequence [0, 4, -8, 3] at position 1867
Price from sequence: 4
Changes at this position: [0, 4, -8, 3]
Prices around this position:
Position 1867: price 5
Position 1868: price 5
Position 1869: price 9
Position 1870: price 1
Found sequence [0, 4, -8, 9] at position 766
Price from sequence: 9
Changes at this position: [0, 4, -8, 9]
Prices around this position:
Position 766: price 4
Position 767: price 4
Position 768: price 8
Position 769: price 0
Found sequence [0, 4, -7, 3] at position 1053
Price from sequence: 3
Changes at this position: [0, 4, -7, 3]
Prices around this position:
Position 1053: price 3
Position 1054: price 3
Position 1055: price 7
Position 1056: price 0
Found sequence [0, 4, -7, 6] at position 1338
Price from sequence: 8
Changes at this position: [0, 4, -7, 6]
Prices around this position:
Position 1338: price 5
Position 1339: price 5
Position 1340: price 9
Position 1341: price 2
Found sequence [0, 4, -7, 7] at position 1497
Price from sequence: 9
Changes at this position: [0, 4, -7, 7]
Prices around this position:
Position 1497: price 5
Position 1498: price 5
Position 1499: price 9
Position 1500: price 2
Found sequence [0, 4, -7, 8] at position 533
Price from sequence: 9
Changes at this position: [0, 4, -7, 8]
Prices around this position:
Position 533: price 4
Position 534: price 4
Position 535: price 8
Position 536: price 1
Found sequence [0, 4, -6, 6] at position 1144
Price from sequence: 6
Changes at this position: [0, 4, -6, 6]
Prices around this position:
Position 1144: price 2
Position 1145: price 2
Position 1146: price 6
Position 1147: price 0
Found sequence [0, 4, -6, 6] at position 1820
Price from sequence: 6
Changes at this position: [0, 4, -6, 6]
Prices around this position:
Position 1820: price 2
Position 1821: price 2
Position 1822: price 6
Position 1823: price 0
Found sequence [0, 4, -5, 0] at position 1745
Price from sequence: 4
Changes at this position: [0, 4, -5, 0]
Prices around this position:
Position 1745: price 5
Position 1746: price 5
Position 1747: price 9
Position 1748: price 4
Found sequence [0, 4, -5, 0] at position 783
Price from sequence: 1
Changes at this position: [0, 4, -5, 0]
Prices around this position:
Position 783: price 2
Position 784: price 2
Position 785: price 6
Position 786: price 1
Found sequence [0, 4, -4, 0] at position 657
Price from sequence: 1
Changes at this position: [0, 4, -4, 0]
Prices around this position:
Position 657: price 1
Position 658: price 1
Position 659: price 5
Position 660: price 1
Found sequence [0, 4, -4, 2] at position 85
Price from sequence: 7
Changes at this position: [0, 4, -4, 2]
Prices around this position:
Position 85: price 5
Position 86: price 5
Position 87: price 9
Position 88: price 5
Found sequence [0, 4, -4, 5] at position 1906
Price from sequence: 7
Changes at this position: [0, 4, -4, 5]
Prices around this position:
Position 1906: price 2
Position 1907: price 2
Position 1908: price 6
Position 1909: price 2
Found sequence [0, 4, -4, 6] at position 54
Price from sequence: 6
Changes at this position: [0, 4, -4, 6]
Prices around this position:
Position 54: price 0
Position 55: price 0
Position 56: price 4
Position 57: price 0
Found sequence [0, 4, -3, 0] at position 1581
Price from sequence: 6
Changes at this position: [0, 4, -3, 0]
Prices around this position:
Position 1581: price 5
Position 1582: price 5
Position 1583: price 9
Position 1584: price 6
Found sequence [0, 4, -2, -4] at position 873
Price from sequence: 0
Changes at this position: [0, 4, -2, -4]
Prices around this position:
Position 873: price 2
Position 874: price 2
Position 875: price 6
Position 876: price 4
Found sequence [0, 4, -2, -1] at position 149
Price from sequence: 6
Changes at this position: [0, 4, -2, -1]
Prices around this position:
Position 149: price 5
Position 150: price 5
Position 151: price 9
Position 152: price 7
Found sequence [0, 4, -2, 2] at position 1662
Price from sequence: 7
Changes at this position: [0, 4, -2, 2]
Prices around this position:
Position 1662: price 3
Position 1663: price 3
Position 1664: price 7
Position 1665: price 5
Found sequence [0, 4, -2, 2] at position 1254
Price from sequence: 7
Changes at this position: [0, 4, -2, 2]
Prices around this position:
Position 1254: price 3
Position 1255: price 3
Position 1256: price 7
Position 1257: price 5
Found sequence [0, 4, -2, 3] at position 1797
Price from sequence: 6
Changes at this position: [0, 4, -2, 3]
Prices around this position:
Position 1797: price 1
Position 1798: price 1
Position 1799: price 5
Position 1800: price 3
Found sequence [0, 4, -2, 3] at position 474
Price from sequence: 9
Changes at this position: [0, 4, -2, 3]
Prices around this position:
Position 474: price 4
Position 475: price 4
Position 476: price 8
Position 477: price 6
Found sequence [0, 4, -2, 4] at position 869
Price from sequence: 9
Changes at this position: [0, 4, -2, 4]
Prices around this position:
Position 869: price 3
Position 870: price 3
Position 871: price 7
Position 872: price 5
Found sequence [0, 4, -1, -1] at position 787
Price from sequence: 7
Changes at this position: [0, 4, -1, -1]
Prices around this position:
Position 787: price 5
Position 788: price 5
Position 789: price 9
Position 790: price 8
Found sequence [0, 4, -1, 0] at position 312
Price from sequence: 4
Changes at this position: [0, 4, -1, 0]
Prices around this position:
Position 312: price 1
Position 313: price 1
Position 314: price 5
Position 315: price 4
Found sequence [0, 4, 0, -6] at position 1244
Price from sequence: 3
Changes at this position: [0, 4, 0, -6]
Prices around this position:
Position 1244: price 5
Position 1245: price 5
Position 1246: price 9
Position 1247: price 9
Found sequence [0, 4, 0, -5] at position 1040
Price from sequence: 4
Changes at this position: [0, 4, 0, -5]
Prices around this position:
Position 1040: price 5
Position 1041: price 5
Position 1042: price 9
Position 1043: price 9
Found sequence [0, 4, 0, -5] at position 197
Price from sequence: 1
Changes at this position: [0, 4, 0, -5]
Prices around this position:
Position 197: price 2
Position 198: price 2
Position 199: price 6
Position 200: price 6
Found sequence [0, 4, 0, -2] at position 747
Price from sequence: 4
Changes at this position: [0, 4, 0, -2]
Prices around this position:
Position 747: price 2
Position 748: price 2
Position 749: price 6
Position 750: price 6
Found sequence [0, 4, 0, -2] at position 1423
Price from sequence: 2
Changes at this position: [0, 4, 0, -2]
Prices around this position:
Position 1423: price 0
Position 1424: price 0
Position 1425: price 4
Position 1426: price 4
Found sequence [0, 4, 0, -2] at position 1299
Price from sequence: 3
Changes at this position: [0, 4, 0, -2]
Prices around this position:
Position 1299: price 1
Position 1300: price 1
Position 1301: price 5
Position 1302: price 5
Found sequence [0, 4, 0, -1] at position 1060
Price from sequence: 6
Changes at this position: [0, 4, 0, -1]
Prices around this position:
Position 1060: price 3
Position 1061: price 3
Position 1062: price 7
Position 1063: price 7
Found sequence [0, 4, 0, 2] at position 1866
Price from sequence: 7
Changes at this position: [0, 4, 0, 2]
Prices around this position:
Position 1866: price 1
Position 1867: price 1
Position 1868: price 5
Position 1869: price 5
Found sequence [0, 4, 0, 3] at position 1352
Price from sequence: 9
Changes at this position: [0, 4, 0, 3]
Prices around this position:
Position 1352: price 2
Position 1353: price 2
Position 1354: price 6
Position 1355: price 6
Found sequence [0, 4, 0, 5] at position 1311
Price from sequence: 9
Changes at this position: [0, 4, 0, 5]
Prices around this position:
Position 1311: price 0
Position 1312: price 0
Position 1313: price 4
Position 1314: price 4
Found sequence [0, 4, 1, -5] at position 260
Price from sequence: 2
Changes at this position: [0, 4, 1, -5]
Prices around this position:
Position 260: price 2
Position 261: price 2
Position 262: price 6
Position 263: price 7
Found sequence [0, 4, 1, -4] at position 1917
Price from sequence: 3
Changes at this position: [0, 4, 1, -4]
Prices around this position:
Position 1917: price 2
Position 1918: price 2
Position 1919: price 6
Position 1920: price 7
Found sequence [0, 4, 1, -3] at position 1715
Price from sequence: 2
Changes at this position: [0, 4, 1, -3]
Prices around this position:
Position 1715: price 0
Position 1716: price 0
Position 1717: price 4
Position 1718: price 5
Found sequence [0, 4, 1, -3] at position 337
Price from sequence: 6
Changes at this position: [0, 4, 1, -3]
Prices around this position:
Position 337: price 4
Position 338: price 4
Position 339: price 8
Position 340: price 9
Found sequence [0, 4, 1, -2] at position 1162
Price from sequence: 7
Changes at this position: [0, 4, 1, -2]
Prices around this position:
Position 1162: price 4
Position 1163: price 4
Position 1164: price 8
Position 1165: price 9
Found sequence [0, 4, 1, 0] at position 1173
Price from sequence: 8
Changes at this position: [0, 4, 1, 0]
Prices around this position:
Position 1173: price 3
Position 1174: price 3
Position 1175: price 7
Position 1176: price 8
Found sequence [0, 4, 1, 1] at position 127
Price from sequence: 9
Changes at this position: [0, 4, 1, 1]
Prices around this position:
Position 127: price 3
Position 128: price 3
Position 129: price 7
Position 130: price 8
Found sequence [0, 4, 2, -5] at position 1374
Price from sequence: 3
Changes at this position: [0, 4, 2, -5]
Prices around this position:
Position 1374: price 2
Position 1375: price 2
Position 1376: price 6
Position 1377: price 8
Found sequence [0, 4, 2, -2] at position 292
Price from sequence: 7
Changes at this position: [0, 4, 2, -2]
Prices around this position:
Position 292: price 3
Position 293: price 3
Position 294: price 7
Position 295: price 9
Found sequence [0, 4, 2, 0] at position 1223
Price from sequence: 7
Changes at this position: [0, 4, 2, 0]
Prices around this position:
Position 1223: price 1
Position 1224: price 1
Position 1225: price 5
Position 1226: price 7
Found sequence [0, 4, 5, -8] at position 725
Price from sequence: 1
Changes at this position: [0, 4, 5, -8]
Prices around this position:
Position 725: price 0
Position 726: price 0
Position 727: price 4
Position 728: price 9
Found sequence [0, 5, -9, 6] at position 1748
Price from sequence: 6
Changes at this position: [0, 5, -9, 6]
Prices around this position:
Position 1748: price 4
Position 1749: price 4
Position 1750: price 9
Position 1751: price 0
Found sequence [0, 5, -9, 8] at position 1687
Price from sequence: 8
Changes at this position: [0, 5, -9, 8]
Prices around this position:
Position 1687: price 4
Position 1688: price 4
Position 1689: price 9
Position 1690: price 0
Found sequence [0, 5, -8, 4] at position 1714
Price from sequence: 5
Changes at this position: [0, 5, -8, 4]
Prices around this position:
Position 1714: price 4
Position 1715: price 4
Position 1716: price 9
Position 1717: price 1
Found sequence [0, 5, -8, 8] at position 1275
Price from sequence: 9
Changes at this position: [0, 5, -8, 8]
Prices around this position:
Position 1275: price 4
Position 1276: price 4
Position 1277: price 9
Position 1278: price 1
Found sequence [0, 5, -7, 2] at position 315
Price from sequence: 4
Changes at this position: [0, 5, -7, 2]
Prices around this position:
Position 315: price 4
Position 316: price 4
Position 317: price 9
Position 318: price 2
Found sequence [0, 5, -7, 6] at position 1990
Price from sequence: 6
Changes at this position: [0, 5, -7, 6]
Prices around this position:
Position 1990: price 2
Position 1991: price 2
Position 1992: price 7
Position 1993: price 0
Found sequence [0, 5, -7, 8] at position 1598
Price from sequence: 9
Changes at this position: [0, 5, -7, 8]
Prices around this position:
Position 1598: price 3
Position 1599: price 3
Position 1600: price 8
Position 1601: price 1
Found sequence [0, 5, -6, 2] at position 791
Price from sequence: 3
Changes at this position: [0, 5, -6, 2]
Prices around this position:
Position 791: price 2
Position 792: price 2
Position 793: price 7
Position 794: price 1
Found sequence [0, 5, -6, 4] at position 1793
Price from sequence: 7
Changes at this position: [0, 5, -6, 4]
Prices around this position:
Position 1793: price 4
Position 1794: price 4
Position 1795: price 9
Position 1796: price 3
Found sequence [0, 5, -6, 5] at position 99
Price from sequence: 8
Changes at this position: [0, 5, -6, 5]
Prices around this position:
Position 99: price 4
Position 100: price 4
Position 101: price 9
Position 102: price 3
Found sequence [0, 5, -6, 5] at position 893
Price from sequence: 7
Changes at this position: [0, 5, -6, 5]
Prices around this position:
Position 893: price 3
Position 894: price 3
Position 895: price 8
Position 896: price 2
Found sequence [0, 5, -5, -1] at position 736
Price from sequence: 2
Changes at this position: [0, 5, -5, -1]
Prices around this position:
Position 736: price 3
Position 737: price 3
Position 738: price 8
Position 739: price 3
Found sequence [0, 5, -5, 3] at position 1609
Price from sequence: 6
Changes at this position: [0, 5, -5, 3]
Prices around this position:
Position 1609: price 3
Position 1610: price 3
Position 1611: price 8
Position 1612: price 3
Found sequence [0, 5, -5, 3] at position 1078
Price from sequence: 7
Changes at this position: [0, 5, -5, 3]
Prices around this position:
Position 1078: price 4
Position 1079: price 4
Position 1080: price 9
Position 1081: price 4
Found sequence [0, 5, -5, 4] at position 924
Price from sequence: 8
Changes at this position: [0, 5, -5, 4]
Prices around this position:
Position 924: price 4
Position 925: price 4
Position 926: price 9
Position 927: price 4
Found sequence [0, 5, -5, 4] at position 1306
Price from sequence: 6
Changes at this position: [0, 5, -5, 4]
Prices around this position:
Position 1306: price 2
Position 1307: price 2
Position 1308: price 7
Position 1309: price 2
Found sequence [0, 5, -5, 6] at position 760
Price from sequence: 6
Changes at this position: [0, 5, -5, 6]
Prices around this position:
Position 760: price 0
Position 761: price 0
Position 762: price 5
Position 763: price 0
Found sequence [0, 5, -4, -2] at position 305
Price from sequence: 2
Changes at this position: [0, 5, -4, -2]
Prices around this position:
Position 305: price 3
Position 306: price 3
Position 307: price 8
Position 308: price 4
Found sequence [0, 5, -4, 1] at position 1094
Price from sequence: 2
Changes at this position: [0, 5, -4, 1]
Prices around this position:
Position 1094: price 0
Position 1095: price 0
Position 1096: price 5
Position 1097: price 1
Found sequence [0, 5, -4, 3] at position 51
Price from sequence: 4
Changes at this position: [0, 5, -4, 3]
Prices around this position:
Position 51: price 0
Position 52: price 0
Position 53: price 5
Position 54: price 1
Found sequence [0, 5, -3, -1] at position 1591
Price from sequence: 5
Changes at this position: [0, 5, -3, -1]
Prices around this position:
Position 1591: price 4
Position 1592: price 4
Position 1593: price 9
Position 1594: price 6
Found sequence [0, 5, -3, 7] at position 1432
Price from sequence: 9
Changes at this position: [0, 5, -3, 7]
Prices around this position:
Position 1432: price 0
Position 1433: price 0
Position 1434: price 5
Position 1435: price 2
Found sequence [0, 5, -2, -3] at position 1023
Price from sequence: 0
Changes at this position: [0, 5, -2, -3]
Prices around this position:
Position 1023: price 0
Position 1024: price 0
Position 1025: price 5
Position 1026: price 3
Found sequence [0, 5, -2, 0] at position 1024
Price from sequence: 3
Changes at this position: [0, 5, -2, 0]
Prices around this position:
Position 1024: price 0
Position 1025: price 0
Position 1026: price 5
Position 1027: price 3
Found sequence [0, 5, -2, 1] at position 1735
Price from sequence: 8
Changes at this position: [0, 5, -2, 1]
Prices around this position:
Position 1735: price 4
Position 1736: price 4
Position 1737: price 9
Position 1738: price 7
Found sequence [0, 5, -1, -6] at position 946
Price from sequence: 1
Changes at this position: [0, 5, -1, -6]
Prices around this position:
Position 946: price 3
Position 947: price 3
Position 948: price 8
Position 949: price 7
Found sequence [0, 5, -1, -4] at position 1313
Price from sequence: 4
Changes at this position: [0, 5, -1, -4]
Prices around this position:
Position 1313: price 4
Position 1314: price 4
Position 1315: price 9
Position 1316: price 8
Found sequence [0, 5, -1, -1] at position 348
Price from sequence: 3
Changes at this position: [0, 5, -1, -1]
Prices around this position:
Position 348: price 0
Position 349: price 0
Position 350: price 5
Position 351: price 4
Found sequence [0, 5, -1, 1] at position 846
Price from sequence: 9
Changes at this position: [0, 5, -1, 1]
Prices around this position:
Position 846: price 4
Position 847: price 4
Position 848: price 9
Position 849: price 8
Found sequence [0, 5, -1, 2] at position 1958
Price from sequence: 7
Changes at this position: [0, 5, -1, 2]
Prices around this position:
Position 1958: price 1
Position 1959: price 1
Position 1960: price 6
Position 1961: price 5
Found sequence [0, 5, 0, -8] at position 1084
Price from sequence: 1
Changes at this position: [0, 5, 0, -8]
Prices around this position:
Position 1084: price 4
Position 1085: price 4
Position 1086: price 9
Position 1087: price 9
Found sequence [0, 5, 0, -4] at position 174
Price from sequence: 4
Changes at this position: [0, 5, 0, -4]
Prices around this position:
Position 174: price 3
Position 175: price 3
Position 176: price 8
Position 177: price 8
Found sequence [0, 5, 0, -1] at position 827
Price from sequence: 7
Changes at this position: [0, 5, 0, -1]
Prices around this position:
Position 827: price 3
Position 828: price 3
Position 829: price 8
Position 830: price 8
Found sequence [0, 5, 0, -1] at position 696
Price from sequence: 8
Changes at this position: [0, 5, 0, -1]
Prices around this position:
Position 696: price 4
Position 697: price 4
Position 698: price 9
Position 699: price 9
Found sequence [0, 5, 0, -1] at position 564
Price from sequence: 4
Changes at this position: [0, 5, 0, -1]
Prices around this position:
Position 564: price 0
Position 565: price 0
Position 566: price 5
Position 567: price 5
Found sequence [0, 5, 0, 0] at position 372
Price from sequence: 8
Changes at this position: [0, 5, 0, 0]
Prices around this position:
Position 372: price 3
Position 373: price 3
Position 374: price 8
Position 375: price 8
Found sequence [0, 5, 0, 0] at position 360
Price from sequence: 7
Changes at this position: [0, 5, 0, 0]
Prices around this position:
Position 360: price 2
Position 361: price 2
Position 362: price 7
Position 363: price 7
Found sequence [0, 5, 0, 0] at position 121
Price from sequence: 5
Changes at this position: [0, 5, 0, 0]
Prices around this position:
Position 121: price 0
Position 122: price 0
Position 123: price 5
Position 124: price 5
Found sequence [0, 5, 1, 3] at position 675
Price from sequence: 9
Changes at this position: [0, 5, 1, 3]
Prices around this position:
Position 675: price 0
Position 676: price 0
Position 677: price 5
Position 678: price 6
Found sequence [0, 5, 2, 0] at position 1422
Price from sequence: 9
Changes at this position: [0, 5, 2, 0]
Prices around this position:
Position 1422: price 2
Position 1423: price 2
Position 1424: price 7
Position 1425: price 9
Found sequence [0, 5, 3, -8] at position 923
Price from sequence: 0
Changes at this position: [0, 5, 3, -8]
Prices around this position:
Position 923: price 0
Position 924: price 0
Position 925: price 5
Position 926: price 8
Found sequence [0, 5, 3, -4] at position 388
Price from sequence: 5
Changes at this position: [0, 5, 3, -4]
Prices around this position:
Position 388: price 1
Position 389: price 1
Position 390: price 6
Position 391: price 9
Found sequence [0, 5, 3, 0] at position 59
Price from sequence: 9
Changes at this position: [0, 5, 3, 0]
Prices around this position:
Position 59: price 1
Position 60: price 1
Position 61: price 6
Position 62: price 9
Found sequence [0, 5, 4, -9] at position 50
Price from sequence: 0
Changes at this position: [0, 5, 4, -9]
Prices around this position:
Position 50: price 0
Position 51: price 0
Position 52: price 5
Position 53: price 9
Found sequence [0, 6, -9, 3] at position 480
Price from sequence: 3
Changes at this position: [0, 6, -9, 3]
Prices around this position:
Position 480: price 3
Position 481: price 3
Position 482: price 9
Position 483: price 0
Found sequence [0, 6, -8, 1] at position 1461
Price from sequence: 1
Changes at this position: [0, 6, -8, 1]
Prices around this position:
Position 1461: price 2
Position 1462: price 2
Position 1463: price 8
Position 1464: price 0
Found sequence [0, 6, -7, 8] at position 821
Price from sequence: 9
Changes at this position: [0, 6, -7, 8]
Prices around this position:
Position 821: price 2
Position 822: price 2
Position 823: price 8
Position 824: price 1
Found sequence [0, 6, -6, 1] at position 1390
Price from sequence: 1
Changes at this position: [0, 6, -6, 1]
Prices around this position:
Position 1390: price 0
Position 1391: price 0
Position 1392: price 6
Position 1393: price 0
Found sequence [0, 6, -6, 2] at position 1439
Price from sequence: 5
Changes at this position: [0, 6, -6, 2]
Prices around this position:
Position 1439: price 3
Position 1440: price 3
Position 1441: price 9
Position 1442: price 3
Found sequence [0, 6, -6, 3] at position 884
Price from sequence: 5
Changes at this position: [0, 6, -6, 3]
Prices around this position:
Position 884: price 2
Position 885: price 2
Position 886: price 8
Position 887: price 2
Found sequence [0, 6, -6, 3] at position 1847
Price from sequence: 5
Changes at this position: [0, 6, -6, 3]
Prices around this position:
Position 1847: price 2
Position 1848: price 2
Position 1849: price 8
Position 1850: price 2
Found sequence [0, 6, -6, 5] at position 155
Price from sequence: 6
Changes at this position: [0, 6, -6, 5]
Prices around this position:
Position 155: price 1
Position 156: price 1
Position 157: price 7
Position 158: price 1
Found sequence [0, 6, -5, -1] at position 324
